order_id,order_date,customer_id,region,segment,product,category,quantity,unit_price,discount,revenue,profit
SO-000509,2026-03-08,CUST-00385,APAC,Mid-Market,SF Security Pro,Software,15,7839.66,0.05,111715.15,72980.49
SO-000510,2025-04-28,CUST-00126,North America,Enterprise,SF Migration Services,Services,1,23214.89,0.05,22054.15,6548.85
SO-000511,2024-02-24,CUST-00314,North America,SMB,SF Data Connect,Software,18,5851.21,0.05,100055.69,62196.17
SO-000512,2025-08-10,CUST-00241,EMEA,SMB,SF Training Bundle,Training,3,2343.13,0.25,5272.04,2317.82
SO-000513,2024-06-20,CUST-00149,North America,SMB,SF Cloud Platform,Software,23,20283.47,0.15,396541.84,274115.82
SO-000514,2024-09-23,CUST-00289,North America,Enterprise,SF Cloud Platform,Software,21,17855.07,0,374956.47,176895.64
SO-000515,2026-04-08,CUST-00150,EMEA,SMB,SF Training Bundle,Training,5,2059.65,0.05,9783.34,2987.48
SO-000516,2026-03-13,CUST-00040,North America,Enterprise,SF Security Pro,Software,9,6940.14,0,62461.26,45834.32
SO-000517,2026-01-29,CUST-00008,North America,SMB,SF Analytics Suite,Software,20,8572.65,0.1,154307.7,77789.45
SO-000518,2025-01-13,CUST-00229,EMEA,Enterprise,SF Certification Prep,Training,2,835.54,0.15,1420.42,535.48
SO-000519,2025-06-24,CUST-00410,APAC,Mid-Market,SF Cloud Platform,Software,11,20613.99,0.25,170065.42,110296.24
SO-000520,2024-06-06,CUST-00421,APAC,Enterprise,SF Premium Support,Support,25,4133.07,0.15,87827.74,39560.74
SO-000521,2026-01-13,CUST-00226,North America,Mid-Market,SF Migration Services,Services,2,20091.65,0.15,34155.81,8940.67
SO-000522,2024-09-27,CUST-00329,LATAM,Enterprise,SF Certification Prep,Training,1,779.18,0.05,740.22,277.76
SO-000523,2026-02-03,CUST-00244,LATAM,Mid-Market,SF Certification Prep,Training,5,828.09,0.1,3726.4,1334.1
SO-000524,2024-05-28,CUST-00135,APAC,SMB,SF Standard Support,Support,14,1536.41,0.25,16132.31,8202.08
SO-000525,2024-11-19,CUST-00348,North America,SMB,SF Standard Support,Support,22,2046.17,0,45015.74,23908.11
SO-000526,2025-03-18,CUST-00182,North America,Enterprise,SF Implementation,Services,3,14257.35,0,42772.05,9612.66
SO-000527,2025-08-21,CUST-00336,APAC,Mid-Market,SF AI Assistant,Software,15,12983.34,0.15,165537.58,114825.45
SO-000528,2026-02-27,CUST-00302,APAC,SMB,SF DevOps Toolkit,Software,17,3995.13,0.1,61125.49,31386.28
SO-000529,2024-01-11,CUST-00281,EMEA,Mid-Market,SF Migration Services,Services,1,24189.15,0,24189.15,5434.21
SO-000530,2025-12-02,CUST-00054,North America,Enterprise,SF Premium Support,Support,12,3296.97,0,39563.64,17332.71
SO-000531,2025-09-26,CUST-00013,North America,Enterprise,SF Analytics Suite,Software,2,10749.74,0.1,19349.53,14057.9
SO-000532,2025-09-05,CUST-00487,EMEA,Mid-Market,SF Migration Services,Services,1,23373.3,0,23373.3,7911.07
SO-000533,2025-01-19,CUST-00067,North America,Government,SF Migration Services,Services,5,24001.12,0,120005.6,27196.48
SO-000534,2024-09-16,CUST-00095,North America,Enterprise,SF Security Pro,Software,15,8175.52,0,122632.8,73870.22
SO-000535,2026-02-26,CUST-00142,North America,SMB,SF AI Assistant,Software,23,13452.21,0.15,262990.71,147302.76
SO-000536,2026-03-10,CUST-00083,EMEA,SMB,SF Analytics Suite,Software,9,10289.75,0.05,87977.36,49541.18
SO-000537,2024-09-21,CUST-00031,EMEA,Enterprise,SF Security Pro,Software,6,7660.95,0.05,43667.41,33047.08
SO-000538,2025-02-06,CUST-00313,EMEA,SMB,SF Mobile Suite,Software,21,6484.51,0,136174.71,95980.0
SO-000539,2025-09-20,CUST-00112,APAC,Enterprise,SF Migration Services,Services,1,24723.22,0.15,21014.74,4738.68
SO-000540,2024-03-13,CUST-00038,APAC,SMB,SF Implementation,Services,3,16247.57,0,48742.71,13874.87
SO-000541,2025-10-17,CUST-00335,APAC,Enterprise,SF Cloud Platform,Software,2,18888.87,0,37777.74,25783.99
SO-000542,2025-02-04,CUST-00464,North America,SMB,SF Implementation,Services,1,15069.22,0.25,11301.91,3205.24
SO-000543,2025-02-17,CUST-00224,EMEA,Enterprise,SF Training Bundle,Training,1,2428.89,0,2428.89,1143.6
SO-000544,2026-03-09,CUST-00419,EMEA,Enterprise,SF Premium Support,Support,4,3672.62,0.25,11017.86,5329.37
SO-000545,2024-11-06,CUST-00350,North America,SMB,SF AI Assistant,Software,2,12476.18,0.25,18714.27,9066.44
SO-000546,2024-12-14,CUST-00274,APAC,Mid-Market,SF Analytics Suite,Software,15,10242.29,0,153634.35,80045.67
SO-000547,2024-02-10,CUST-00284,LATAM,Mid-Market,SF AI Assistant,Software,22,10887.61,0.1,215574.68,160894.1
SO-000548,2025-12-06,CUST-00323,North America,Enterprise,SF Data Connect,Software,16,4727.48,0.1,68075.71,47243.21
SO-000549,2024-02-06,CUST-00072,North America,SMB,SF DevOps Toolkit,Software,1,4476.87,0.1,4029.18,2473.92
SO-000550,2026-03-22,CUST-00033,North America,SMB,SF Standard Support,Support,21,1696.17,0.05,33838.59,20791.07
SO-000551,2024-01-17,CUST-00231,North America,SMB,SF Cloud Platform,Software,11,15602.69,0.15,145885.15,68407.69
SO-000552,2024-08-04,CUST-00061,EMEA,Government,SF Certification Prep,Training,5,888.76,0.1,3999.42,1819.14
SO-000553,2026-01-28,CUST-00077,LATAM,SMB,SF Implementation,Services,2,16911.67,0,33823.34,7821.26
SO-000554,2024-01-20,CUST-00335,APAC,Enterprise,SF Premium Support,Support,20,3109.47,0.15,52860.99,22249.08
SO-000555,2025-10-09,CUST-00089,North America,Enterprise,SF Cloud Platform,Software,10,19731.99,0,197319.9,128977.84
SO-000556,2025-08-28,CUST-00428,North America,Government,SF Analytics Suite,Software,4,8400.41,0.1,30241.48,19810.57
SO-000557,2026-04-03,CUST-00033,North America,SMB,SF DevOps Toolkit,Software,14,3995.05,0.2,44744.56,31089.72
SO-000558,2024-11-28,CUST-00206,North America,Mid-Market,SF Analytics Suite,Software,22,9716.51,0,213763.22,155371.4
SO-000559,2024-08-06,CUST-00407,North America,Mid-Market,SF Certification Prep,Training,1,925.13,0,925.13,281.38
SO-000560,2026-02-14,CUST-00073,EMEA,Mid-Market,SF AI Assistant,Software,6,12706.66,0.1,68615.96,41002.49
SO-000561,2025-08-18,CUST-00474,EMEA,Mid-Market,SF Cloud Platform,Software,5,15839.83,0.2,63359.32,41439.75
SO-000562,2024-06-10,CUST-00399,APAC,Government,SF Cloud Platform,Software,16,15735.9,0,251774.4,190340.06
SO-000563,2025-10-29,CUST-00362,North America,SMB,SF Implementation,Services,3,14623.0,0.15,37288.65,12151.79
SO-000564,2024-05-09,CUST-00355,EMEA,Mid-Market,SF DevOps Toolkit,Software,5,4376.18,0.05,20786.85,12241.59
SO-000565,2024-06-27,CUST-00481,North America,Mid-Market,SF Implementation,Services,1,15433.22,0.15,13118.24,3959.18
SO-000566,2025-10-04,CUST-00046,APAC,Enterprise,SF Certification Prep,Training,3,858.92,0,2576.76,842.93
SO-000567,2025-06-26,CUST-00061,EMEA,Government,SF Analytics Suite,Software,20,9106.42,0.15,154809.14,97593.22
SO-000568,2025-04-20,CUST-00113,EMEA,SMB,SF Certification Prep,Training,2,839.64,0,1679.28,737.75
SO-000569,2025-04-30,CUST-00351,EMEA,Enterprise,SF Premium Support,Support,6,3232.54,0.25,14546.43,5816.5
SO-000570,2024-10-18,CUST-00187,EMEA,Mid-Market,SF DevOps Toolkit,Software,14,3886.74,0.1,48972.92,36449.36
SO-000571,2024-02-14,CUST-00233,LATAM,Mid-Market,SF Analytics Suite,Software,24,8224.5,0.05,187518.6,94952.82
SO-000572,2025-05-11,CUST-00015,North America,SMB,SF Standard Support,Support,4,1568.26,0,6273.04,3182.47
SO-000573,2024-11-29,CUST-00297,North America,Enterprise,SF AI Assistant,Software,7,12889.51,0.2,72181.26,38239.51
SO-000574,2024-11-29,CUST-00057,EMEA,SMB,SF DevOps Toolkit,Software,4,3868.77,0.05,14701.33,7644.48
SO-000575,2024-08-13,CUST-00457,North America,Government,SF Analytics Suite,Software,16,9742.51,0,155880.16,93006.86
SO-000576,2025-09-16,CUST-00111,APAC,Mid-Market,SF Premium Support,Support,6,3478.32,0,20869.92,12166.14
SO-000577,2025-01-02,CUST-00324,APAC,Enterprise,SF Security Pro,Software,7,7415.99,0,51911.93,33214.1
SO-000578,2024-05-19,CUST-00144,North America,Mid-Market,SF Analytics Suite,Software,15,9381.95,0,140729.25,79745.95
SO-000579,2024-10-29,CUST-00454,APAC,Mid-Market,SF Implementation,Services,2,16302.96,0.1,29345.33,8854.34
SO-000580,2025-08-14,CUST-00088,North America,Mid-Market,SF Standard Support,Support,8,1576.7,0.2,10090.88,5242.55
SO-000581,2025-08-28,CUST-00111,APAC,Mid-Market,SF Premium Support,Support,15,3361.5,0.15,42859.12,25177.56
SO-000582,2024-09-10,CUST-00127,EMEA,Mid-Market,SF Data Connect,Software,14,5528.74,0.2,61921.89,40083.64
SO-000583,2025-08-10,CUST-00077,LATAM,SMB,SF Cloud Platform,Software,14,20592.99,0,288301.86,175276.61
SO-000584,2025-05-31,CUST-00394,North America,Mid-Market,SF Cloud Platform,Software,14,18168.06,0.05,241635.2,172613.48
SO-000585,2024-04-10,CUST-00421,APAC,Enterprise,SF Premium Support,Support,16,3319.75,0.1,47804.4,18568.01
SO-000586,2025-02-20,CUST-00375,EMEA,SMB,SF DevOps Toolkit,Software,5,4021.59,0,20107.95,15677.35
SO-000587,2025-05-06,CUST-00009,LATAM,SMB,SF Migration Services,Services,3,19767.9,0.05,56338.51,16651.25
SO-000588,2024-01-25,CUST-00299,APAC,Enterprise,SF Premium Support,Support,15,3893.58,0.2,46722.96,23196.74
SO-000589,2025-01-14,CUST-00405,North America,Mid-Market,SF Migration Services,Services,4,23345.75,0,93383.0,28397.37
SO-000590,2025-12-08,CUST-00198,APAC,Enterprise,SF Data Connect,Software,17,4643.0,0.05,74984.45,40692.68
SO-000591,2025-09-19,CUST-00485,EMEA,Enterprise,SF Standard Support,Support,19,1959.02,0.15,31638.17,12885.08
SO-000592,2024-12-09,CUST-00451,APAC,SMB,SF Training Bundle,Training,1,2410.61,0.2,1928.49,680.37
SO-000593,2024-04-23,CUST-00027,EMEA,Government,SF AI Assistant,Software,12,11875.27,0,142503.24,81809.79
SO-000594,2025-07-26,CUST-00332,APAC,SMB,SF Training Bundle,Training,1,2443.75,0.15,2077.19,639.11
SO-000595,2024-09-01,CUST-00172,North America,Government,SF Standard Support,Support,4,1880.48,0.15,6393.63,3784.24
SO-000596,2025-12-20,CUST-00447,LATAM,Government,SF DevOps Toolkit,Software,25,4508.72,0,112718.0,64207.7
SO-000597,2025-05-30,CUST-00137,APAC,Enterprise,SF Migration Services,Services,4,20529.16,0,82116.64,21496.82
SO-000598,2025-05-28,CUST-00249,North America,Mid-Market,SF Standard Support,Support,4,1783.89,0.05,6778.78,4148.47
SO-000599,2024-10-26,CUST-00461,EMEA,SMB,SF Premium Support,Support,20,3457.6,0.1,62236.8,35825.76
SO-000600,2024-03-08,CUST-00482,APAC,Mid-Market,SF DevOps Toolkit,Software,15,3680.01,0.05,52440.14,26907.76
SO-000601,2024-03-19,CUST-00491,EMEA,Mid-Market,SF Analytics Suite,Software,6,8861.44,0.1,47851.78,29491.38
SO-000602,2024-07-28,CUST-00448,APAC,Government,SF Standard Support,Support,21,1542.25,0.05,30767.89,17619.57
SO-000603,2024-05-15,CUST-00478,EMEA,Mid-Market,SF Premium Support,Support,12,3513.74,0.15,35840.15,14010.19
SO-000604,2024-03-05,CUST-00097,North America,Mid-Market,SF Cloud Platform,Software,8,19808.72,0.05,150546.27,84932.21
SO-000605,2024-12-17,CUST-00297,North America,Enterprise,SF Migration Services,Services,3,21908.58,0.1,59153.17,17126.32
SO-000606,2025-03-31,CUST-00281,EMEA,Mid-Market,SF Premium Support,Support,10,3672.63,0.2,29381.04,13788.11
SO-000607,2024-09-23,CUST-00405,North America,Mid-Market,SF DevOps Toolkit,Software,16,4038.6,0,64617.6,47157.4
SO-000608,2024-12-27,CUST-00076,EMEA,SMB,SF Security Pro,Software,15,8867.54,0.1,119711.79,60724.61
SO-000609,2024-10-19,CUST-00275,EMEA,Mid-Market,SF Mobile Suite,Software,6,7161.7,0.1,38673.18,25971.58
SO-000610,2024-06-14,CUST-00079,North America,SMB,SF DevOps Toolkit,Software,4,3621.85,0,14487.4,7187.26
SO-000611,2025-01-13,CUST-00134,North America,Enterprise,SF Mobile Suite,Software,7,6621.85,0,46352.95,25865.26
SO-000612,2024-05-31,CUST-00177,APAC,Enterprise,SF Data Connect,Software,15,5464.58,0,81968.7,45329.26
SO-000613,2024-01-26,CUST-00472,EMEA,Government,SF AI Assistant,Software,16,12966.67,0.25,155600.04,117717.45
SO-000614,2024-01-05,CUST-00080,EMEA,Government,SF Training Bundle,Training,5,2742.43,0,13712.15,5774.05
SO-000615,2024-10-23,CUST-00243,EMEA,Mid-Market,SF Certification Prep,Training,5,945.06,0.15,4016.5,1709.86
SO-000616,2025-03-28,CUST-00473,North America,Mid-Market,SF Data Connect,Software,23,4771.95,0.05,104267.11,48799.75
SO-000617,2025-07-18,CUST-00348,North America,SMB,SF Analytics Suite,Software,10,8145.67,0.1,73311.03,38606.95
SO-000618,2024-04-04,CUST-00183,North America,Mid-Market,SF Data Connect,Software,2,5575.2,0,11150.4,6981.17
SO-000619,2026-02-24,CUST-00401,EMEA,SMB,SF Security Pro,Software,7,6682.76,0.05,44440.35,26654.16
SO-000620,2024-03-30,CUST-00344,EMEA,Mid-Market,SF Standard Support,Support,13,1635.0,0,21255.0,11719.93
SO-000621,2024-02-27,CUST-00484,APAC,Enterprise,SF Migration Services,Services,3,21323.88,0.15,54375.89,14906.94
SO-000622,2025-01-16,CUST-00198,APAC,Enterprise,SF Cloud Platform,Software,10,17162.57,0,171625.7,102943.19
SO-000623,2024-03-30,CUST-00288,EMEA,SMB,SF DevOps Toolkit,Software,24,4688.63,0.15,95648.05,56439.35
SO-000624,2024-10-22,CUST-00227,North America,SMB,SF Mobile Suite,Software,24,7417.2,0.05,169112.16,126215.06
SO-000625,2025-08-24,CUST-00072,North America,SMB,SF Implementation,Services,1,13396.38,0,13396.38,4799.35
SO-000626,2024-12-09,CUST-00269,North America,Enterprise,SF Analytics Suite,Software,19,10229.93,0,194368.67,114303.3
SO-000627,2024-10-06,CUST-00469,North America,Mid-Market,SF AI Assistant,Software,6,12200.93,0.15,62224.74,43585.58
SO-000628,2024-07-23,CUST-00071,North America,Mid-Market,SF Mobile Suite,Software,13,6089.45,0.05,75204.71,54328.62
SO-000629,2025-08-22,CUST-00155,APAC,Mid-Market,SF Security Pro,Software,16,7938.72,0.05,120668.54,55956.78
SO-000630,2024-06-06,CUST-00002,North America,Enterprise,SF Security Pro,Software,10,8867.1,0.2,70936.8,43170.43
SO-000631,2025-11-12,CUST-00335,APAC,Enterprise,SF Security Pro,Software,14,7049.73,0.2,78956.98,52471.29
SO-000632,2024-05-02,CUST-00015,North America,SMB,SF Certification Prep,Training,3,898.12,0.3,1886.05,754.0
SO-000633,2025-08-18,CUST-00186,APAC,Mid-Market,SF Premium Support,Support,19,3530.95,0,67088.05,38483.45
SO-000634,2025-12-11,CUST-00499,LATAM,Mid-Market,SF Analytics Suite,Software,12,9535.7,0.1,102985.56,75150.21
SO-000635,2025-08-18,CUST-00084,APAC,Mid-Market,SF Cloud Platform,Software,5,17026.28,0.2,68105.12,33986.95
SO-000636,2024-02-24,CUST-00084,APAC,Mid-Market,SF Security Pro,Software,12,7611.66,0.2,73071.94,41701.78
SO-000637,2024-10-25,CUST-00149,North America,SMB,SF Standard Support,Support,21,2035.61,0.05,40610.42,24194.54
SO-000638,2026-02-22,CUST-00094,APAC,SMB,SF Analytics Suite,Software,20,10219.99,0.05,194179.81,143410.34
SO-000639,2025-12-02,CUST-00424,LATAM,Government,SF Certification Prep,Training,3,838.29,0.1,2263.38,797.85
SO-000640,2025-08-16,CUST-00274,APAC,Mid-Market,SF Data Connect,Software,5,4610.89,0.05,21901.73,12620.43
SO-000641,2025-02-25,CUST-00249,North America,Mid-Market,SF Data Connect,Software,6,4755.92,0,28535.52,15034.28
SO-000642,2026-03-25,CUST-00097,North America,Mid-Market,SF Standard Support,Support,20,1902.41,0.25,28536.15,17625.9
SO-000643,2025-07-18,CUST-00365,North America,Government,SF Training Bundle,Training,1,2340.49,0.2,1872.39,567.92
SO-000644,2024-01-18,CUST-00068,North America,Enterprise,SF Premium Support,Support,12,3396.5,0.05,38720.1,23607.09
SO-000645,2025-09-03,CUST-00456,North America,Mid-Market,SF Standard Support,Support,25,2053.86,0,51346.5,24070.63
SO-000646,2026-04-14,CUST-00382,LATAM,Enterprise,SF Analytics Suite,Software,8,8441.84,0.1,60781.25,41247.09
SO-000647,2024-05-08,CUST-00158,APAC,Mid-Market,SF DevOps Toolkit,Software,5,4806.2,0.05,22829.45,16048.71
SO-000648,2024-03-20,CUST-00058,EMEA,Government,SF Cloud Platform,Software,25,17914.98,0.05,425480.77,220745.41
SO-000649,2026-03-23,CUST-00017,North America,Mid-Market,SF Migration Services,Services,5,22614.96,0.05,107421.06,37197.7
SO-000650,2024-03-08,CUST-00023,EMEA,SMB,SF Security Pro,Software,22,6654.04,0,146388.88,72496.59
SO-000651,2024-07-29,CUST-00309,North America,Mid-Market,SF Implementation,Services,2,13581.52,0.05,25804.89,5770.41
SO-000652,2026-02-03,CUST-00434,North America,SMB,SF Security Pro,Software,19,7443.94,0,141434.86,87365.19
SO-000653,2025-09-19,CUST-00374,North America,Mid-Market,SF DevOps Toolkit,Software,17,4288.5,0,72904.5,46869.83
SO-000654,2025-06-25,CUST-00008,North America,SMB,SF DevOps Toolkit,Software,23,3811.35,0,87661.05,65573.94
SO-000655,2024-01-05,CUST-00276,EMEA,Mid-Market,SF Training Bundle,Training,1,2705.45,0.25,2029.09,913.62
SO-000656,2025-01-10,CUST-00244,LATAM,Mid-Market,SF Training Bundle,Training,5,2173.29,0.1,9779.81,2948.27
SO-000657,2024-12-29,CUST-00428,North America,Government,SF AI Assistant,Software,14,10971.39,0,153599.46,75520.98
SO-000658,2024-05-06,CUST-00161,APAC,Government,SF Premium Support,Support,4,3621.31,0.05,13760.98,6665.05
SO-000659,2025-07-24,CUST-00148,North America,Mid-Market,SF Training Bundle,Training,1,2099.22,0.05,1994.26,711.86
SO-000660,2025-09-06,CUST-00234,APAC,SMB,SF Training Bundle,Training,3,2534.67,0.2,6083.21,1978.11
SO-000661,2024-10-24,CUST-00209,North America,Mid-Market,SF AI Assistant,Software,7,13284.39,0.2,74392.58,53249.6
SO-000662,2025-11-26,CUST-00481,North America,Mid-Market,SF Data Connect,Software,6,4610.71,0.1,24897.83,16766.97
SO-000663,2025-03-24,CUST-00203,APAC,Mid-Market,SF Standard Support,Support,22,1895.32,0,41697.04,20580.54
SO-000664,2025-08-27,CUST-00356,APAC,SMB,SF Analytics Suite,Software,24,10712.08,0.3,179962.94,85667.92
SO-000665,2024-07-22,CUST-00500,North America,SMB,SF Data Connect,Software,7,5553.84,0.3,27213.82,13468.06
SO-000666,2025-03-10,CUST-00430,LATAM,Mid-Market,SF Training Bundle,Training,4,2240.53,0.15,7617.8,3019.57
SO-000667,2026-02-13,CUST-00140,North America,Mid-Market,SF Certification Prep,Training,4,861.15,0.1,3100.14,1457.15
SO-000668,2025-06-07,CUST-00249,North America,Mid-Market,SF Security Pro,Software,5,8427.12,0,42135.6,22604.66
SO-000669,2024-08-24,CUST-00255,EMEA,Enterprise,SF Migration Services,Services,2,18896.18,0.15,32123.51,10746.82
SO-000670,2025-11-25,CUST-00256,North America,Enterprise,SF Cloud Platform,Software,6,17366.22,0.1,93777.59,47323.87
SO-000671,2025-09-30,CUST-00319,EMEA,Mid-Market,SF Analytics Suite,Software,25,8293.07,0.15,176227.74,124145.56
SO-000672,2025-04-22,CUST-00406,LATAM,Enterprise,SF DevOps Toolkit,Software,10,4404.24,0.05,41840.28,22595.48
SO-000673,2026-04-08,CUST-00176,North America,Enterprise,SF Standard Support,Support,18,1539.54,0.15,23554.96,15486.11
SO-000674,2024-05-01,CUST-00451,APAC,SMB,SF AI Assistant,Software,15,11332.41,0.05,161486.84,97600.75
SO-000675,2024-06-30,CUST-00017,North America,Mid-Market,SF Standard Support,Support,22,1994.59,0,43880.98,25414.38
SO-000676,2025-03-17,CUST-00252,North America,SMB,SF Mobile Suite,Software,10,6920.66,0.05,65746.27,32251.78
SO-000677,2025-05-17,CUST-00346,LATAM,Government,SF Migration Services,Services,5,23223.47,0.1,104505.62,29406.49
SO-000678,2024-06-09,CUST-00438,North America,Mid-Market,SF Standard Support,Support,2,1741.35,0.05,3308.56,2157.15
SO-000679,2025-11-23,CUST-00316,EMEA,Mid-Market,SF Data Connect,Software,25,6174.01,0,154350.25,71641.32
SO-000680,2024-05-11,CUST-00024,APAC,Mid-Market,SF Data Connect,Software,12,5901.48,0.1,63735.98,44850.25
SO-000681,2024-12-15,CUST-00321,North America,Enterprise,SF AI Assistant,Software,4,11741.33,0.3,32875.72,19359.76
SO-000682,2025-11-08,CUST-00029,EMEA,SMB,SF DevOps Toolkit,Software,8,3865.62,0,30924.96,14924.57
SO-000683,2024-03-08,CUST-00353,APAC,Enterprise,SF Security Pro,Software,4,7419.97,0,29679.88,16650.06
SO-000684,2025-11-04,CUST-00236,APAC,Enterprise,SF AI Assistant,Software,19,12053.14,0.05,217559.18,100432.0
SO-000685,2025-08-25,CUST-00241,EMEA,SMB,SF Cloud Platform,Software,11,17339.78,0.05,181200.7,116163.25
SO-000686,2025-05-15,CUST-00414,EMEA,Enterprise,SF Analytics Suite,Software,23,9999.07,0,229978.61,142218.72
SO-000687,2025-11-14,CUST-00392,LATAM,SMB,SF Data Connect,Software,6,5586.02,0.05,31840.31,18999.02
SO-000688,2025-10-12,CUST-00255,EMEA,Enterprise,SF Certification Prep,Training,1,991.9,0.05,942.3,318.0
SO-000689,2024-10-31,CUST-00025,North America,Mid-Market,SF Implementation,Services,4,16370.71,0.1,58934.56,20844.63
SO-000690,2025-08-15,CUST-00368,APAC,SMB,SF Analytics Suite,Software,19,9034.99,0,171664.81,122806.49
SO-000691,2025-03-13,CUST-00244,LATAM,Mid-Market,SF DevOps Toolkit,Software,12,4572.52,0.1,49383.22,27313.87
SO-000692,2024-11-03,CUST-00412,APAC,Mid-Market,SF AI Assistant,Software,22,12143.81,0,267163.82,156490.62
SO-000693,2025-06-11,CUST-00320,North America,Enterprise,SF Premium Support,Support,22,3884.52,0,85459.44,33339.09
SO-000694,2025-06-12,CUST-00361,North America,Enterprise,SF Mobile Suite,Software,19,6498.45,0.1,111123.5,80316.74
SO-000695,2025-04-23,CUST-00481,North America,Mid-Market,SF Security Pro,Software,21,7876.56,0.1,148866.98,104945.82
SO-000696,2025-08-02,CUST-00223,EMEA,Mid-Market,SF Training Bundle,Training,1,2416.03,0.05,2295.23,710.49
SO-000697,2026-02-03,CUST-00078,EMEA,Mid-Market,SF Migration Services,Services,3,24271.21,0.05,69172.95,23451.56
SO-000698,2024-03-06,CUST-00467,North America,Mid-Market,SF Migration Services,Services,2,24283.38,0,48566.76,12290.14
SO-000699,2024-09-19,CUST-00083,EMEA,SMB,SF Migration Services,Services,5,20258.46,0,101292.3,23549.89
SO-000700,2024-09-08,CUST-00015,North America,SMB,SF Certification Prep,Training,3,890.32,0.1,2403.86,882.76
SO-000701,2024-02-07,CUST-00332,APAC,SMB,SF DevOps Toolkit,Software,6,3913.62,0,23481.72,16710.59
SO-000702,2025-11-05,CUST-00143,North America,Government,SF Standard Support,Support,6,1877.92,0,11267.52,6576.63
SO-000703,2024-01-21,CUST-00401,EMEA,SMB,SF Cloud Platform,Software,3,16995.09,0,50985.27,24251.86
SO-000704,2025-02-20,CUST-00490,North America,SMB,SF Data Connect,Software,22,5655.04,0,124410.88,94742.33
SO-000705,2024-05-23,CUST-00371,APAC,Government,SF DevOps Toolkit,Software,4,4289.43,0.05,16299.83,8055.52
SO-000706,2026-04-28,CUST-00341,APAC,Mid-Market,SF Implementation,Services,5,13883.14,0.2,55532.56,13644.99
SO-000707,2026-03-02,CUST-00063,APAC,Enterprise,SF Certification Prep,Training,3,853.91,0.1,2305.56,825.37
SO-000708,2026-01-31,CUST-00384,LATAM,SMB,SF DevOps Toolkit,Software,14,3844.69,0,53825.66,28236.15
SO-000709,2025-03-26,CUST-00141,LATAM,Government,SF AI Assistant,Software,9,13306.44,0,119757.96,75253.24
SO-000710,2024-04-25,CUST-00359,North America,Mid-Market,SF Data Connect,Software,18,5276.53,0.1,85479.79,65655.1
SO-000711,2026-03-14,CUST-00451,APAC,SMB,SF Mobile Suite,Software,12,6451.68,0.05,73549.15,40831.23
SO-000712,2025-09-12,CUST-00331,EMEA,Enterprise,SF Cloud Platform,Software,24,18876.01,0.25,339768.18,230862.9
SO-000713,2025-11-18,CUST-00404,North America,Mid-Market,SF DevOps Toolkit,Software,9,4266.44,0,38397.96,29432.31
SO-000714,2026-04-11,CUST-00186,APAC,Mid-Market,SF Migration Services,Services,1,22230.41,0,22230.41,6143.61
SO-000715,2025-02-06,CUST-00005,North America,Mid-Market,SF Security Pro,Software,10,6841.19,0.2,54729.52,29090.09
SO-000716,2024-06-13,CUST-00108,North America,Mid-Market,SF Premium Support,Support,21,3402.56,0.15,60735.7,34146.71
SO-000717,2024-02-04,CUST-00405,North America,Mid-Market,SF Security Pro,Software,3,8556.28,0.25,19251.63,11707.01
SO-000718,2024-12-06,CUST-00212,North America,SMB,SF Training Bundle,Training,4,2671.27,0.2,8548.06,3802.86
SO-000719,2024-09-24,CUST-00358,EMEA,Enterprise,SF Standard Support,Support,3,1720.0,0.1,4644.0,2826.77
SO-000720,2024-11-30,CUST-00378,EMEA,SMB,SF Premium Support,Support,23,3089.54,0,71059.42,39895.45
SO-000721,2025-03-30,CUST-00323,North America,Enterprise,SF Certification Prep,Training,2,765.83,0,1531.66,522.46
SO-000722,2024-03-25,CUST-00295,North America,Enterprise,SF Analytics Suite,Software,6,8786.37,0.15,44810.49,31567.75
SO-000723,2026-02-20,CUST-00333,APAC,Enterprise,SF Mobile Suite,Software,20,6862.22,0.15,116657.74,65188.9
SO-000724,2026-01-22,CUST-00245,EMEA,Mid-Market,SF Mobile Suite,Software,9,5863.28,0.1,47492.57,26665.35
SO-000725,2024-07-22,CUST-00145,North America,SMB,SF Analytics Suite,Software,14,9122.66,0.05,121331.38,70084.52
SO-000726,2025-08-07,CUST-00428,North America,Government,SF DevOps Toolkit,Software,1,4764.62,0.25,3573.47,2377.46
SO-000727,2024-08-22,CUST-00321,North America,Enterprise,SF Analytics Suite,Software,15,8640.06,0.15,110160.76,56164.99
SO-000728,2025-09-24,CUST-00206,North America,Mid-Market,SF AI Assistant,Software,20,11136.57,0,222731.4,127975.68
SO-000729,2025-08-03,CUST-00485,EMEA,Enterprise,SF Analytics Suite,Software,1,10122.96,0.05,9616.81,7251.04
SO-000730,2026-04-27,CUST-00233,LATAM,Mid-Market,SF Migration Services,Services,4,19482.18,0.15,66239.41,15803.51
SO-000731,2026-04-12,CUST-00442,North America,Mid-Market,SF Certification Prep,Training,3,842.75,0.05,2401.84,735.06
SO-000732,2024-07-30,CUST-00439,APAC,SMB,SF Implementation,Services,2,17228.43,0,34456.86,10736.01
SO-000733,2024-07-03,CUST-00215,North America,SMB,SF AI Assistant,Software,5,10303.58,0.3,36062.53,19168.42
SO-000734,2024-09-11,CUST-00231,North America,SMB,SF Data Connect,Software,19,5698.51,0.05,102858.11,47145.43
